"datetime","count"
"2011-01-20 00:00:00",34.7173148713345
"2011-01-20 01:00:00",19.5201270168862
"2011-01-20 02:00:00",19.0889927728017
"2011-01-20 03:00:00",18.3774828556054
"2011-01-20 04:00:00",19.9779457211025
"2011-01-20 05:00:00",22.7346106438849
"2011-01-20 06:00:00",53.7939044247574
"2011-01-20 07:00:00",133.4335216034
"2011-01-20 08:00:00",258.077892074689
"2011-01-20 09:00:00",165.523121384695
"2011-01-20 10:00:00",103.679120267642
"2011-01-20 11:00:00",107.988542516762
"2011-01-20 12:00:00",153.95049856375
"2011-01-20 13:00:00",128.1260307563
"2011-01-20 14:00:00",123.834310934727
"2011-01-20 15:00:00",157.160671808004
"2011-01-20 16:00:00",138.750660773178
"2011-01-20 17:00:00",251.748236497277
"2011-01-20 18:00:00",228.583445350134
"2011-01-20 19:00:00",170.164764616658
"2011-01-20 20:00:00",115.25451830431
"2011-01-20 21:00:00",78.7277386019564
"2011-01-20 22:00:00",65.6798409355542
"2011-01-20 23:00:00",52.1321999336276
"2011-01-21 00:00:00",26.354816307931
"2011-01-21 01:00:00",20.3645790646483
"2011-01-21 02:00:00",20.3681037153695
"2011-01-21 03:00:00",19.602063297322
"2011-01-21 04:00:00",18.9587740924516
"2011-01-21 05:00:00",31.5332347956077
"2011-01-21 06:00:00",47.5663987236321
"2011-01-21 07:00:00",111.260015534108
"2011-01-21 08:00:00",215.955115530528
"2011-01-21 09:00:00",140.971370899108
"2011-01-21 10:00:00",68.0723995183375
"2011-01-21 11:00:00",86.3213622627315
"2011-01-21 12:00:00",102.79451524314
"2011-01-21 13:00:00",100.513899424269
"2011-01-21 14:00:00",95.9484221581989
"2011-01-21 15:00:00",94.1815019090037
"2011-01-21 16:00:00",117.10101660125
"2011-01-21 17:00:00",184.108380354258
"2011-01-21 18:00:00",167.783922774769
"2011-01-21 19:00:00",121.553515429228
"2011-01-21 20:00:00",83.8271030846223
"2011-01-21 21:00:00",53.7995230631492
"2011-01-21 22:00:00",42.9163610285401
"2011-01-21 23:00:00",31.4132094035594
